orderid,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country
US-2021-133242-2640,6/18/2020,6/24/2020,Keith Herrera,Seth Thomas,"Seth Thomas 8 1/2"" Cubicle Clock",Consumer,Furniture,Furnishings,S,22204,arlington,state of virginia,United States
US-2021-133242-2641,6/18/2020,6/24/2020,Keith Herrera,Wilson Jones,Wilson Jones International Size A4 Ring Binders,Consumer,Office Supplies,Binders,S,22204,arlington,state of virginia,United States
US-2021-133242-2642,6/18/2020,6/24/2020,Keith Herrera,Other,JM Magazine Binder,Consumer,Office Supplies,Binders,S,22204,arlington,state of virginia,United States
US-2021-133242-2643,6/18/2020,6/24/2020,Keith Herrera,Tennsco,Tennsco Double-Tier Lockers,Consumer,Office Supplies,Storage,S,22204,arlington,state of virginia,United States
US-2021-133242-2644,6/18/2020,6/24/2020,Keith Herrera,Cisco,Cisco SPA301,Consumer,Technology,Phones,S,22204,arlington,state of virginia,United States
US-2021-147011-2645,6/18/2020,6/22/2020,Harold Ryan,Dixon,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Corporate,Office Supplies,Art,S,33178,miami,state of florida,United States
US-2021-154200-2646,6/18/2020,6/22/2020,Bruce Geld,Boston,"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,Office Supplies,Art,W,92105,san diego,state of california,United States
US-2021-156734-2647,6/18/2020,6/20/2020,Benjamin Venier,Global,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,Furniture,Chairs,S,37167,smyrna,state of tennessee,United States
US-2021-156734-2648,6/18/2020,6/20/2020,Benjamin Venier,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Corporate,Office Supplies,Binders,S,37167,smyrna,state of tennessee,United States
US-2021-156734-2649,6/18/2020,6/20/2020,Benjamin Venier,Xerox,Xerox 21,Corporate,Office Supplies,Paper,S,37167,smyrna,state of tennessee,United States
US-2021-111864-2650,6/19/2020,6/19/2020,Paul Prost,Other,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Home Office,Office Supplies,Labels,E,19134,philadelphia,state of pennsylvania,United States
US-2021-121965-2651,6/19/2020,6/23/2020,Logan Haushalter,Eldon,Eldon 200 Class Desk Accessories,Consumer,Furniture,Furnishings,W,90032,los angeles,state of california,United States
US-2021-121965-2652,6/19/2020,6/23/2020,Logan Haushalter,Other,Cameo Buff Policy Envelopes,Consumer,Office Supplies,Envelopes,W,90032,los angeles,state of california,United States
US-2021-121965-2653,6/19/2020,6/23/2020,Logan Haushalter,Xerox,Xerox 231,Consumer,Office Supplies,Paper,W,90032,los angeles,state of california,United States
US-2021-144302-2654,6/19/2020,6/23/2020,Maria Etezadi,GBC,"GBC White Gloss Covers, Plain Front",Home Office,Office Supplies,Binders,C,75081,dallas,state of texas,United States
US-2021-163734-2655,6/19/2020,6/24/2020,Katherine Murray,Other,Recycled Steel Personal File for Hanging File Folders,Home Office,Office Supplies,Storage,C,77070,houston,state of texas,United States
US-2021-136427-2656,6/20/2020,6/23/2020,Justin MacKendrick,Griffin,Griffin GC36547 PowerJolt SE Lightning Charger,Consumer,Technology,Phones,W,80013,aurora,state of colorado,United States
US-2021-140144-2657,6/20/2020,6/25/2020,Stewart Carmichael,Howard Miller,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Corporate,Furniture,Furnishings,W,94122,san francisco,state of california,United States
US-2021-140144-2658,6/20/2020,6/25/2020,Stewart Carmichael,Other,netTALK DUO VoIP Telephone Service,Corporate,Technology,Phones,W,94122,san francisco,state of california,United States
US-2021-158351-2659,6/20/2020,6/24/2020,Becky Castell,Razer,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Home Office,Technology,Accessories,E,19134,philadelphia,state of pennsylvania,United States
US-2021-123330-2660,6/21/2020,6/27/2020,Emily Phan,Other,Innergie mMini Combo Duo USB Travel Charging Kit,Consumer,Technology,Phones,S,32725,deltona,state of florida,United States
US-2021-124975-2661,6/22/2020,6/25/2020,Michael Grace,Hon,Hon Rectangular Conference Tables,Home Office,Furniture,Tables,C,60505,aurora,state of illinois,United States
US-2021-128167-2662,6/22/2020,6/26/2020,Ken Lonsdale,OIC,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,Office Supplies,Fasteners,W,84041,layton,state of utah,United States
US-2021-153423-2663,6/22/2020,6/27/2020,Shaun Weien,GBC,GBC Ibimaster 500 Manual ProClick Binding System,Consumer,Office Supplies,Binders,E,14609,rochester,state of new york,United States
US-2021-106187-2664,6/23/2020,6/29/2020,Randy Ferguson,Eldon,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Corporate,Furniture,Furnishings,S,30344,east point,state of georgia,United States
US-2021-106187-2665,6/23/2020,6/29/2020,Randy Ferguson,GBC,GBC DocuBind P100 Manual Binding Machine,Corporate,Office Supplies,Binders,S,30344,east point,state of georgia,United States
US-2021-106187-2666,6/23/2020,6/29/2020,Randy Ferguson,Other,Dell Slim USB Multimedia Keyboard,Corporate,Technology,Accessories,S,30344,east point,state of georgia,United States
US-2021-122826-2667,6/23/2020,6/25/2020,Rick Duston,Pyle,Pyle PRT45 Retro Home Telephone,Consumer,Technology,Phones,W,98502,olympia,state of washington,United States
US-2021-139164-2668,6/23/2020,6/28/2020,Christine Sundaresam,Other,Assorted Color Push Pins,Consumer,Office Supplies,Fasteners,W,90805,long beach,state of california,United States
US-2021-139164-2669,6/23/2020,6/28/2020,Christine Sundaresam,Plantronics,"Plantronics CS 50-USB - headset - Convertible, Monaural",Consumer,Technology,Phones,W,90805,long beach,state of california,United States
US-2021-139164-2670,6/23/2020,6/28/2020,Christine Sundaresam,Other,JBL Micro Wireless Portable Bluetooth Speaker,Consumer,Technology,Phones,W,90805,long beach,state of california,United States
US-2021-115945-2671,6/25/2020,7/1/2020,Alan Barnes,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,W,90045,los angeles,state of california,United States
US-2021-115945-2672,6/25/2020,7/1/2020,Alan Barnes,GBC,"GBC Velobind Prepunched Cover Sets, Regency Series",Consumer,Office Supplies,Binders,W,90045,los angeles,state of california,United States
US-2021-115945-2673,6/25/2020,7/1/2020,Alan Barnes,Tennsco,Tennsco Regal Shelving Units,Consumer,Office Supplies,Storage,W,90045,los angeles,state of california,United States
US-2021-119690-2674,6/25/2020,6/28/2020,Mark Van Huff,GE,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Consumer,Furniture,Furnishings,C,77041,houston,state of texas,United States
US-2021-119690-2675,6/25/2020,6/28/2020,Mark Van Huff,Avery,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Consumer,Office Supplies,Binders,C,77041,houston,state of texas,United States
US-2021-119690-2676,6/25/2020,6/28/2020,Mark Van Huff,Avery,Avery File Folder Labels,Consumer,Office Supplies,Labels,C,77041,houston,state of texas,United States
US-2021-119690-2677,6/25/2020,6/28/2020,Mark Van Huff,Xerox,Xerox 1884,Consumer,Office Supplies,Paper,C,77041,houston,state of texas,United States
US-2021-127110-2678,6/25/2020,7/1/2020,Cathy Hwang,Xerox,Xerox 211,Home Office,Office Supplies,Paper,E,19143,philadelphia,state of pennsylvania,United States
US-2021-127110-2679,6/25/2020,7/1/2020,Cathy Hwang,Tennsco,Tennsco Industrial Shelving,Home Office,Office Supplies,Storage,E,19143,philadelphia,state of pennsylvania,United States
US-2021-137750-2680,6/25/2020,6/30/2020,Jill Fjeld,Dana,Dana Halogen Swing-Arm Architect Lamp,Consumer,Furniture,Furnishings,W,94110,san francisco,state of california,United States
US-2021-115938-2681,6/26/2020,6/30/2020,Sue Ann Reed,Office Star,Office Star - Contemporary Task Swivel Chair,Consumer,Furniture,Chairs,S,23223,richmond,state of virginia,United States
US-2021-115938-2682,6/26/2020,6/30/2020,Sue Ann Reed,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Consumer,Office Supplies,Binders,S,23223,richmond,state of virginia,United States
US-2021-115938-2683,6/26/2020,6/30/2020,Sue Ann Reed,GBC,GBC VeloBinder Manual Binding System,Consumer,Office Supplies,Binders,S,23223,richmond,state of virginia,United States
US-2021-115938-2684,6/26/2020,6/30/2020,Sue Ann Reed,Decoflex,"Decoflex Hanging Personal Folder File, Blue",Consumer,Office Supplies,Storage,S,23223,richmond,state of virginia,United States
US-2021-125395-2685,6/26/2020,6/29/2020,Laura Armstrong,Sony,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Corporate,Technology,Accessories,C,48180,taylor,state of michigan,United States
US-2021-143882-2686,6/26/2020,6/30/2020,Dennis Bolton,Universal,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Home Office,Office Supplies,Paper,E,44107,lakewood,state of ohio,United States
US-2021-166583-2687,6/26/2020,6/30/2020,Valerie Dominguez,Polycom,Polycom SoundStation2 EX Conference phone,Consumer,Technology,Phones,C,77070,houston,state of texas,United States
US-2021-103772-2688,6/28/2020,7/2/2020,Mark Packer,Boston,"Boston Model 1800 Electric Pencil Sharpener, Gray",Home Office,Office Supplies,Art,S,30080,smyrna,state of georgia,United States
US-2021-103772-2689,6/28/2020,7/2/2020,Mark Packer,GBC,GBC Recycled Regency Composition Covers,Home Office,Office Supplies,Binders,S,30080,smyrna,state of georgia,United States
US-2021-112144-2690,6/28/2020,7/2/2020,Craig Yedwab,Electrix,Electrix Halogen Magnifier Lamp,Corporate,Furniture,Furnishings,W,85234,gilbert,state of arizona,United States
US-2021-112144-2691,6/28/2020,7/2/2020,Craig Yedwab,Avery,Avery 501,Corporate,Office Supplies,Labels,W,85234,gilbert,state of arizona,United States
US-2021-162950-2692,6/28/2020,7/3/2020,Dorothy Wardle,Sauder,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Corporate,Furniture,Bookcases,E,45373,troy,state of ohio,United States
US-2021-162950-2693,6/28/2020,7/3/2020,Dorothy Wardle,Xerox,Xerox 1999,Corporate,Office Supplies,Paper,E,45373,troy,state of ohio,United States
US-2021-100069-2694,6/29/2020,7/3/2020,Neil Französisch,Cisco,Cisco 8x8 Inc. 6753i IP Business Phone System,Home Office,Technology,Phones,C,68104,omaha,state of nebraska,United States
US-2021-128860-2695,6/29/2020,7/5/2020,Steven Cartwright,Eldon,"Eldon Executive Woodline II Desk Accessories, Mahogany",Consumer,Furniture,Furnishings,E,17602,lancaster,state of pennsylvania,United States
US-2021-141684-2696,6/29/2020,7/4/2020,Michelle Moray,Ampad,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Consumer,Office Supplies,Paper,E,10011,new york city,state of new york,United States
US-2021-165799-2697,6/29/2020,7/2/2020,Sheri Gordon,Office Star,Office Star - Mesh Screen back chair with Vinyl seat,Consumer,Furniture,Chairs,E,10024,new york city,state of new york,United States
US-2021-111703-2698,7/2/2020,7/9/2020,Karl Braun,Easy-staple paper,Easy-staple paper,Consumer,Office Supplies,Paper,S,33021,hollywood,state of florida,United States
US-2021-111703-2699,7/2/2020,7/9/2020,Karl Braun,Xerox,Xerox 1957,Consumer,Office Supplies,Paper,S,33021,hollywood,state of florida,United States
US-2021-120397-2700,7/2/2020,7/2/2020,Richard Bierner,Belkin,Belkin 8 Outlet Surge Protector,Consumer,Office Supplies,Appliances,C,77070,houston,state of texas,United States
US-2021-140718-2701,7/2/2020,7/4/2020,Frank Atkinson,Other,24-Hour Round Wall Clock,Corporate,Furniture,Furnishings,S,27604,raleigh,state of north carolina,United States
US-2021-140718-2702,7/2/2020,7/4/2020,Frank Atkinson,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Corporate,Office Supplies,Binders,S,27604,raleigh,state of north carolina,United States
US-2021-140718-2703,7/2/2020,7/4/2020,Frank Atkinson,Things To Do,Things To Do Today Pad,Corporate,Office Supplies,Paper,S,27604,raleigh,state of north carolina,United States
US-2021-140718-2704,7/2/2020,7/4/2020,Frank Atkinson,Other,Geemarc AmpliPOWER60,Corporate,Technology,Phones,S,27604,raleigh,state of north carolina,United States
US-2021-150196-2705,7/2/2020,7/3/2020,Steven Roelle,Xerox,Xerox 209,Home Office,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2021-157322-2706,7/2/2020,7/6/2020,Rob Haberlin,Global,"Global Wood Trimmed Manager's Task Chair, Khaki",Consumer,Furniture,Chairs,C,60188,carol stream,state of illinois,United States
US-2021-157322-2707,7/2/2020,7/6/2020,Rob Haberlin,Hon,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Consumer,Furniture,Chairs,C,60188,carol stream,state of illinois,United States
US-2021-157322-2708,7/2/2020,7/6/2020,Rob Haberlin,Adams,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Consumer,Office Supplies,Paper,C,60188,carol stream,state of illinois,United States
US-2021-157322-2709,7/2/2020,7/6/2020,Rob Haberlin,Other,Adjustable Depth Letter/Legal Cart,Consumer,Office Supplies,Storage,C,60188,carol stream,state of illinois,United States
US-2021-157322-2710,7/2/2020,7/6/2020,Rob Haberlin,Advantus,Advantus Rolling Storage Box,Consumer,Office Supplies,Storage,C,60188,carol stream,state of illinois,United States
US-2021-128139-2711,7/3/2020,7/9/2020,Bruce Degenhardt,Novimex,Novimex High-Tech Fabric Mesh Task Chair,Consumer,Furniture,Chairs,S,40475,richmond,state of kentucky,United States
US-2021-128139-2712,7/3/2020,7/9/2020,Bruce Degenhardt,Other,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Consumer,Office Supplies,Labels,S,40475,richmond,state of kentucky,United States
US-2021-153500-2713,7/3/2020,7/5/2020,Deirdre Greer,Eldon,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Corporate,Furniture,Furnishings,E,19134,philadelphia,state of pennsylvania,United States
US-2021-153500-2714,7/3/2020,7/5/2020,Deirdre Greer,Howard Miller,"Howard Miller 12"" Round Wall Clock",Corporate,Furniture,Furnishings,E,19134,philadelphia,state of pennsylvania,United States
US-2021-153500-2715,7/3/2020,7/5/2020,Deirdre Greer,Other,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Corporate,Office Supplies,Paper,E,19134,philadelphia,state of pennsylvania,United States
US-2021-124268-2716,7/4/2020,7/8/2020,Alan Dominguez,Other,Colorific Watercolor Pencils,Home Office,Office Supplies,Art,E,10035,new york city,state of new york,United States
US-2021-152513-2717,7/4/2020,7/8/2020,Julie Prescott,Avery,Avery Premier Heavy-Duty Binder with Round Locking Rings,Home Office,Office Supplies,Binders,W,92024,san diego,state of california,United States
US-2021-154956-2718,7/4/2020,7/9/2020,Irene Maddox,Mitel,Mitel MiVoice 5330e IP Phone,Consumer,Technology,Phones,C,53209,milwaukee,state of wisconsin,United States
US-2021-116750-2719,7/5/2020,7/10/2020,Barbara Fisher,Other,Stackable Trays,Corporate,Furniture,Furnishings,S,28314,fayetteville,state of north carolina,United States
US-2021-116750-2720,7/5/2020,7/10/2020,Barbara Fisher,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Corporate,Office Supplies,Binders,S,28314,fayetteville,state of north carolina,United States
US-2021-130610-2721,7/5/2020,7/10/2020,Victor Preis,Other,Durable Pressboard Binders,Home Office,Office Supplies,Binders,C,48310,sterling heights,state of michigan,United States
US-2021-158911-2722,7/5/2020,7/11/2020,Roland Schwarz,Other,Stackable Trays,Corporate,Furniture,Furnishings,S,28205,charlotte,state of north carolina,United States
US-2021-158911-2723,7/5/2020,7/11/2020,Roland Schwarz,Avery,Avery 508,Corporate,Office Supplies,Labels,S,28205,charlotte,state of north carolina,United States
US-2021-164336-2724,7/5/2020,7/10/2020,Mitch Webber,Acco,Acco Perma 4000 Stacking Storage Drawers,Consumer,Office Supplies,Storage,E,19140,philadelphia,state of pennsylvania,United States
US-2021-164336-2725,7/5/2020,7/10/2020,Mitch Webber,HP,HP Standard 104 key PS/2 Keyboard,Consumer,Technology,Accessories,E,19140,philadelphia,state of pennsylvania,United States
US-2021-108665-2726,7/6/2020,7/10/2020,Kalyca Meade,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,Furniture,Furnishings,E,10011,new york city,state of new york,United States
US-2021-108665-2727,7/6/2020,7/10/2020,Kalyca Meade,GE,G.E. Halogen Desk Lamp Bulbs,Corporate,Furniture,Furnishings,E,10011,new york city,state of new york,United States
US-2021-108665-2728,7/6/2020,7/10/2020,Kalyca Meade,Iceberg,Iceberg Mobile Mega Data/Printer Cart,Corporate,Office Supplies,Storage,E,10011,new york city,state of new york,United States
US-2021-108665-2729,7/6/2020,7/10/2020,Kalyca Meade,OtterBox,OtterBox Commuter Series Case - Samsung Galaxy S4,Corporate,Technology,Phones,E,10011,new york city,state of new york,United States
US-2021-116260-2730,7/6/2020,7/12/2020,Barbara Fisher,Newell,Newell 333,Corporate,Office Supplies,Art,E,8360,vineland,state of new jersey,United States
US-2021-146087-2731,7/6/2020,7/11/2020,Paul Prost,Bush,Bush Mission Pointe Library,Home Office,Furniture,Bookcases,E,1040,holyoke,state of massachusetts,United States
US-2021-161627-2732,7/6/2020,7/11/2020,Sarah Jordon,Novimex,Novimex Turbo Task Chair,Consumer,Furniture,Chairs,W,91104,pasadena,state of california,United States
US-2021-129392-2733,7/8/2020,7/8/2020,Darrin Martin,Xerox,Xerox 1990,Consumer,Office Supplies,Paper,C,77070,houston,state of texas,United States
US-2021-111094-2734,7/9/2020,7/13/2020,Claudia Bergmann,Wilson Jones,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,Office Supplies,Binders,E,2038,franklin,state of massachusetts,United States
US-2021-111094-2735,7/9/2020,7/13/2020,Claudia Bergmann,TOPS,Tops Wirebound Message Log Books,Corporate,Office Supplies,Paper,E,2038,franklin,state of massachusetts,United States
US-2021-123456-2736,7/9/2020,7/13/2020,Kean Nguyen,Acco,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Corporate,Office Supplies,Appliances,C,75220,dallas,state of texas,United States
